PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
1.0,2.2742395827673145,male,32.032011045166975,-0.7992775383635221,-0.13466249183183765,35.06134692537592,S,0.0
2.0,2.8416186886696515,male,,-0.4647643289172854,-0.1923099403211354,-16.639598484486015,Q,0.0
3.0,2.199610827385806,female,36.41564438503643,0.07963503268241845,0.5922669950130008,-12.152850239058932,,1.0
4.0,,female,45.68371253205471,-0.40009429105048033,,0.09691632899243352,S,1.0
,3.2922670045474134,female,-0.14796761270997294,0.6723530356312948,,33.448680545685605,S,
6.0,1.7767113987308036,female,11.839562585533827,,2.8234512899683275,20.90777757596877,,0.0
,2.3279332585843284,female,,0.10458855492372388,0.5829227085775686,-1.0689113702965116,,1.0
8.0,3.0234785826060016,male,22.862058457742364,,0.2676040300486716,46.60921302819081,S,1.0
9.0,1.5856323832755312,female,46.221856802891196,-0.09881474349020217,-0.343973831449275,101.5867333315754,S,0.0
,1.5556344560983102,,25.812773037347682,0.211031315736786,-0.10004566389270958,24.53221391016017,S,1.0
,,,61.34325824161878,,0.9119271972784845,31.831816254851297,C,0.0
,1.762729946050655,male,45.52758513374721,-0.2552399590765927,-0.20153012530112144,10.877821215452691,S,0.0
,,male,31.980699434456675,,-0.6406521348721703,24.416164449153793,S,0.0
14.0,2.4675877944973195,,64.77851702718593,0.5337862367331778,-0.2538397338573635,64.8258915410397,S,0.0
,1.2393236856477376,,37.766329563193665,-0.33394123984056473,0.5203994707766433,42.27553591649364,S,1.0
16.0,2.9983909854114925,female,,0.005882188750755637,1.8572217906252737,,S,0.0
17.0,,male,45.77357853287965,2.1262346248882786,-0.038679212133753096,,C,
18.0,1.8510028128250746,male,11.534979895671778,,1.0526414546454088,,S,0.0
19.0,,male,,1.0343133874348656,0.8309244059094134,28.99610265521126,S,1.0
20.0,3.6354628729431675,,38.57239445694172,0.2710404979129466,,16.171382719386195,S,1.0
21.0,1.7167987749900884,female,41.49645277638271,0.8744831507750109,0.4097961902657301,16.102941043064803,C,1.0
22.0,1.4909217757613349,female,31.31862574040785,-0.056284116366380914,-0.22408062230538656,40.75705714346627,S,1.0
23.0,3.3065136105666206,,62.82095353028002,,,17.66260808063871,S,0.0
24.0,1.9169248366125056,,31.891277469245072,1.6809911535873638,0.004702298968778157,35.93876775266165,S,0.0
25.0,,female,22.281860933929487,,-0.2899932151911298,,S,1.0
26.0,2.7973882731771442,male,45.15339046037814,-0.5904424461499626,2.9236865259247073,33.97496558400407,Q,0.0
27.0,2.325740172450716,male,,0.11156965981074143,0.3326673394297779,31.20995553075759,S,
28.0,1.416692360838787,,30.052314694909917,,0.7001803180709623,43.06925793382291,S,0.0
29.0,,male,45.338959545312925,1.1609673164247736,3.33513457460701e-05,,S,1.0
30.0,0.7139436589399591,male,53.401287908220255,,1.2654943489002437,29.5222073056251,S,1.0
31.0,1.285457893200849,male,68.488257574889,1.3542560744264178,0.69115180689772,40.96312174571367,S,1.0
32.0,3.221358031228956,female,,-0.026023030946895665,0.41034627324634004,,S,1.0
33.0,0.4568546452034167,male,12.6828758134281,1.5497831719820916,,,S,1.0
34.0,2.565503909452413,,,-0.5502121341011961,-0.0618555553636135,,C,1.0
35.0,2.0233657236256364,female,30.475333008055543,,-0.7522599895979092,7.112092314751704,C,1.0
